id_ID,id_ell_light_uk,id_ell_moist_uk,id_ell_pH_uk,id_ell_N,id_li_form_B,id_ros,id_reprod_B,id_strategy,id_self_st,id_Breeding_sys,id_flw_muell,id_poll_vect_B,id_MycoFlor
Sorbus aria,6.0,4.0,7.0,3.0,M,r,s,c,not defined,not defined,AB,in,OM
Sorbus aucuparia,-6.0,5.0,3.0,4.0,M,r,s,c,I+,X,ABDe,in,FM
Sorbus domestica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,sv,c,SC,XF,AB,se,OM
Sorbus intermedia,6.0,6.0,8.0,7.0,M,r,s,c,not defined,not defined,AB,in,OM
Sorbus torminalis,-4.0,4.0,6.0,4.0,M,r,ssv,c,not defined,not defined,AB,in,OM
Sorghum halepense,8.0,6.0,7.0,7.0,G,h,sv,c,SC,X,W,se,FM
Sparganium angustifolium,7.0,11.0,3.0,1.0,A,h,sv,cs,SC,XF,W,wi,NM
Sparganium emersum,7.0,10.0,6.0,6.0,A,h,sv,cs,SC,XF,W,wi,NM
Sparganium erectum,7.0,10.0,7.0,7.0,A,h,vvs,cs,SC,XF,Wb,wi,FM
Spartina anglica,9.0,9.0,8.0,6.0,G,r,vvs,not defined,C+,XF,W,wi,NM
Spartina pectinata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,not defined,not defined,not defined,W,wi,OM
Spergula arvensis,6.0,4.0,3.0,5.0,T,r,s,sr,SC,AO,AB,se,FM
Spergularia media,7.0,7.0,7.0,5.0,H,r,s,s,SC,AF,AB,se,FM
Spergularia rubra,7.0,3.0,3.0,2.0,H,r,s,r,SC,AO,AB,se,NM
Spergularia salina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,s,SC,AO,AB,se,FM
Spiraea japonica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,not defined,AB,in,FM
Spiraea media,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,not defined,AB,in,OM
Spiraea salicifolia,7.0,8.0,5.0,5.0,N,r,sv,c,SC,not defined,AB,se,NM
Spiraea tomentosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,not defined,AB,in,OM
Spiranthes aestivalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,sv,csr,SC,AFXF,BHh,in,OM
Spiranthes spiralis,7.0,4.0,5.0,2.0,G,h,sv,csr,SC,XF,BHh,in,OM
Spirodela polyrhiza,7.0,11.0,6.0,6.0,A,r,v,not defined,SC,AF,W,wi,OM
Sporobolus cryptandrus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,not defined,SC,AO,W,se,OM
Stachys germanica,7.0,3.0,7.0,5.0,H,r,s,cs,SC,XF,H,in,OM
Stachys palustris,7.0,7.0,7.0,6.0,G,r,sv,c,SC,AFXF,H,se,OM
Stachys recta,7.0,3.0,8.0,2.0,H,r,s,csr,SC,XF,H,in,NM
Stachys sylvatica,4.0,6.0,7.0,7.0,H,r,sv,cs,SC,AFXF,H,se,FM
Staphylea pinnata,5.0,5.0,8.0,4.0,N,r,s,c,not defined,not defined,AB,se,NM
Stellaria alsine,5.0,8.0,4.0,4.0,H,r,sv,csr,SC,AO,AB,se,NM
Stellaria graminea,6.0,5.0,4.0,3.0,H,r,sv,cs,SC,AFXF,AB,se,FM
Stellaria holostea,5.0,5.0,6.0,5.0,C,r,sv,csr,SC,AF,AB,se,FM
Stellaria media,6.0,5.0,6.0,7.0,H,r,s,cr,SC,AF,AB,se,FM
Stellaria nemorum,4.0,6.0,5.0,7.0,H,r,sv,csr,SC,XF,AB,se,FM
Stellaria pallida,7.0,4.0,4.0,4.0,H,r,s,r,SC,AO,AB,se,FM
Stellaria palustris,5.0,8.0,4.0,2.0,H,r,sv,csr,SC,AF,AB,se,NM
Stipa capillata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SC,AF,W,wi,OM
Stipa pennata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SC,AF,W,wi,OM
Stipa pulcherrima,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SC,AFXF,W,wi,OM
Stipa splendens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,not defined,not defined,W,wi,OM
Stipa tirsa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,SC,AF,W,wi,OM
Suaeda maritima,9.0,8.0,8.0,6.0,T,r,s,s,SC,AF,Wb,wi,FM
Succisa pratensis,7.0,7.0,5.0,2.0,H,h,ssv,cs,SC,XF,B`,se,OM
Swertia perennis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,XF,B,se,OM
Symphoricarpos albus,5.0,5.0,6.0,7.0,N,r,sv,c,SC,AFXF,B,se,OM
Symphytum officinale,7.0,7.0,7.0,8.0,H,h,ssv,c,not defined,not defined,Hh,se,FM
Symphytum tuberosum,4.0,5.0,6.0,6.0,H,r,sv,csr,not defined,not defined,Hh,se,FM
Syringa vulgaris,7.0,4.0,7.0,6.0,M,r,sv,c,not defined,X,B,se,OM
Tamus communis,6.0,5.0,7.0,6.0,G,r,s,c,not defined,X,B,in,OM
Tanacetum balsamita,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,not defined,not defined,B`,in,OM
Tanacetum parthenium,7.0,4.0,7.0,6.0,C,h,s,csr,not defined,not defined,B`,in,FM
Tanacetum vulgare,7.0,5.0,7.0,5.0,H,h,ssv,c,not defined,not defined,B`,in,FM
Taxus baccata,-4.0,4.0,7.0,5.0,M,r,s,c,not defined,X,W,wi,OM
Telekia speciosa,5.0,7.0,7.0,7.0,H,h,sv,cs,not defined,not defined,B`,in,FM
Teucrium botrys,9.0,2.0,8.0,2.0,H,r,s,sr,SC,AFXF,H,se,OM
Teucrium chamaedrys,7.0,2.0,8.0,1.0,S,r,sv,csr,SC,XF,Hh,se,OM
Teucrium montanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,csr,SC,XF,H,in,OM
Teucrium scordium,7.0,8.0,7.0,4.0,H,r,sv,csr,SC,XF,H,se,OM
Teucrium scorodonia,6.0,4.0,2.0,3.0,C,r,sv,csr,SC,XF,H,se,OM
Thalictrum aquilegiifolium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,not defined,not defined,Po,wi,OM
Thalictrum lucidum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,PoWb,wi,OM
Thalictrum minus,6.0,3.0,6.0,3.0,H,h,sv,cs,not defined,not defined,Wb,wi,OM
Thalictrum simplex,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,not defined,not defined,Wb,wi,OM
Thelypteris palustris,5.0,8.0,5.0,5.0,G,r,sv,cs,SI,X,not defined,not defined,FM
Thesium alpinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,csr,SC,AFXF,B,se,NM
Thlaspi arvense,6.0,4.0,7.0,6.0,H,h,s,r,SC,AO,AB,se,FM
Thlaspi caerulescens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,csr,SC,AFXF,AB,se,OM
Thlaspi montanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,s,cs,SC,AF,AB,se,OM
Thlaspi perfoliatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,sr,SC,AF,AB,se,NM
Thuja orientalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,not defined,W,wi,OM
Thymus pulegioides,7.0,4.0,6.0,1.0,S,r,ssv,csr,SC,XF,B,in,OM
Thymus serpyllum,7.0,2.0,4.0,1.0,S,r,sv,csr,SC,XF,B,se,OM
Thymus vulgaris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,csr,SC,XF,B,se,OM
Tilia cordata,-5.0,5.0,6.0,5.0,M,r,ssv,c,I+,XF,A,wi,FM
Tilia platyphyllos,-4.0,5.0,7.0,6.0,M,r,s,c,SI,X,A,wi,FM
Tofieldia calyculata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,XF,AB,se,OM
Tofieldia pusilla,8.0,9.0,7.0,2.0,H,h,sv,s,SC,AFXF,AB,se,FM
Torilis arvensis,7.0,4.0,7.0,4.0,H,h,s,cr,SC,AF,A,se,OM
Torilis japonica,6.0,5.0,7.0,7.0,H,h,s,c,SC,XF,A,in,OM
Tragopogon dubius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,AFXF,B`,se,OM
Tragopogon orientalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,AFXF,B`,se,OM
Tragopogon pratensis,7.0,4.0,7.0,5.0,H,h,s,csr,SC,AFXF,B`,se,OM
Tragus racemosus,8.0,3.0,6.0,6.0,T,h,s,r,not defined,not defined,W,wi,OM
Trichomanes speciosum,1.0,7.0,2.0,2.0,H,r,v,not defined,not defined,not defined,not defined,not defined,NM
Trichophorum alpinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,SC,XF,W,wi,NM
Trichophorum cespitosum,8.0,8.0,1.0,1.0,H,r,sv,cs,SC,XF,W,wi,FM
Trientalis europaea,4.0,6.0,3.0,2.0,G,r,vvs,s,C+,X,Po,se,FM
Trifolium alexandrinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SI,X,H,in,OM
Trifolium alpestre,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,csr,SI,X,H,in,OM
Trifolium arvense,8.0,3.0,2.0,1.0,H,r,s,sr,SC,AF,H,se,OM
Trifolium aureum,7.0,4.0,4.0,2.0,H,h,s,csr,SC,AFXF,H,se,OM
Trifolium badium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,s,SC,AFXF,H,se,OM
Trifolium campestre,8.0,4.0,6.0,3.0,H,r,s,r,SC,AF,H,se,OM
Trifolium dubium,6.0,4.0,6.0,4.0,H,r,s,r,SC,AFXF,H,se,OM
Trifolium fragiferum,8.0,7.0,7.0,6.0,H,h,ssv,csr,C+,XF,H,se,FM
Trifolium hybridum,7.0,5.0,7.0,5.0,H,h,s,c,SI,X,H,in,FM
Trifolium incarnatum,8.0,2.0,5.0,2.0,H,r,s,cr,SC,XF,H,se,OM
Trifolium medium,7.0,4.0,6.0,3.0,H,r,sv,c,SI,X,H,in,OM
Trifolium montanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,H,in,OM
Trifolium pratense,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SI,X,Hh,in,FM
Trifolium repens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,I+,X,Hb,in,OM
Trifolium resupinatum,8.0,6.0,7.0,5.0,T,r,s,cr,SC,AFXF,H,se,FM
Trifolium spadiceum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,csr,not defined,not defined,H,in,OM
Triglochin maritimum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,s,SI,X,W,wi,FM
Triglochin palustre,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,s,not defined,not defined,W,wi,NM
Trigonella foenum-graecum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,not defined,not defined,H,in,OM
Tripleurospermum maritimum,8.0,5.0,6.0,6.0,H,h,s,cr,SI,X,B`,in,OM
Tripleurospermum perforatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SC,X,B`,in,OM
Trisetum flavescens,7.0,4.0,6.0,4.0,H,h,ssv,csr,I+,X,W,wi,OM
Trisetum spicatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AF,W,wi,FM
Triticum aestivum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SC,AO,W,se,FM
Trollius europaeus,7.0,7.0,6.0,4.0,H,h,sv,c,I+,X,B,in,OM
Tropaeolum majus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,XF,H,in,OM
Tuberaria guttata,9.0,2.0,5.0,1.0,T,h,s,sr,SC,AO,Po,se,OM
Tulipa gesneriana,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,vvs,csr,SI,X,Po,in,OM
Tussilago farfara,7.0,6.0,6.0,6.0,H,g,sv,csr,not defined,not defined,B`,ge,FM
Typha angustifolia,8.0,10.0,7.0,7.0,A,h,sv,cs,SC,AF,W,wi,FM
Typha latifolia,8.0,10.0,7.0,7.0,A,h,sv,cs,SC,AF,W,wi,FM
Ulex europaeus,7.0,5.0,3.0,2.0,N,r,s,c,not defined,X,H,in,OM
Ulmus glabra,-4.0,5.0,7.0,6.0,M,r,s,c,SC,AFXF,W,wi,FM
Ulmus laevis,-4.0,7.0,7.0,7.0,M,r,ssv,c,SI,X,W,wi,FM
Urtica dioica,5.0,6.0,7.0,8.0,C,r,sv,c,SC,X,W,wi,FM
Urtica urens,7.0,5.0,6.0,8.0,T,r,s,r,not defined,not defined,W,wi,NM
Utricularia minor,8.0,12.0,4.0,2.0,A,r,vvs,not defined,SC,AFXF,DsB,in,NM
Vaccaria hispanica,7.0,2.0,8.0,3.0,T,h,s,sr,SC,XF,Ft,se,NM
Vaccinium macrocarpon,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,vvs,cs,SC,AFXF,B,se,OM
Vaccinium myrtillus,5.0,5.0,2.0,2.0,S,r,vvs,cs,SC,AF,BHb,se,OM
Vaccinium oxycoccos,7.0,9.0,2.0,1.0,H,r,vvs,cs,SC,AFXF,B,wi,OM
Vaccinium uliginosum,6.0,6.0,1.0,2.0,S,r,sv,cs,SC,AF,BHb,se,OM
Vaccinium vitis-idaea,5.0,4.0,2.0,1.0,S,r,vvs,cs,SC,AFXF,BHb,se,OM
Valeriana dioica,7.0,8.0,5.0,2.0,H,h,sv,csr,SC,X,B`,in,NM
Valeriana officinalis,6.0,7.0,6.0,5.0,H,h,sv,c,SC,X,B`,in,FM
Valerianella locusta,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,SC,AF,B,se,OM
Vallisneria spiralis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,g,v,not defined,not defined,X,Hy,wa,OM
Verbascum lychnitis,7.0,3.0,7.0,3.0,H,h,s,cs,not defined,not defined,Po,se,FM
Verbascum nigrum,7.0,4.0,6.0,6.0,H,h,s,c,SI,X,Po,in,OM
Verbascum phlomoides,8.0,4.0,7.0,6.0,H,h,s,c,SI,X,Po,in,OM
Verbascum phoeniceum,7.0,3.0,7.0,2.0,H,h,s,csr,I+,X,Po,in,OM
Verbascum sinuatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,not defined,not defined,not defined,Po,se,OM
Verbascum thapsus,7.0,4.0,7.0,5.0,H,h,s,c,SC,AFXF,Po,se,OM
Verbena officinalis,8.0,5.0,7.0,6.0,H,h,s,cr,SC,AFXF,H,se,OM
Veronica agrestis,6.0,5.0,6.0,7.0,T,r,s,r,SC,AF,B,se,FM
Veronica alpina,8.0,6.0,5.0,2.0,G,r,sv,csr,SC,AF,B,se,FM
Veronica anagallis-aquatica,7.0,10.0,7.0,6.0,H,r,sv,csr,SC,AF,B,se,FM
Veronica arvensis,7.0,4.0,6.0,5.0,H,r,s,r,SC,AO,B,se,OM
Veronica beccabunga,6.0,10.0,6.0,6.0,A,r,sv,cs,not defined,not defined,B,se,FM
Veronica catenata,8.0,10.0,7.0,7.0,H,r,sv,cs,not defined,not defined,B,se,NM
Veronica chamaedrys,6.0,5.0,6.0,5.0,C,r,sv,csr,not defined,not defined,Ds,pk,FM
Veronica filiformis,7.0,5.0,5.0,7.0,H,r,vvs,csr,SI,X,B,in,OM
Veronica fruticans,8.0,5.0,7.0,2.0,S,r,sv,s,SC,AF,B,se,OM
Veronica hederifolia,6.0,5.0,7.0,6.0,H,r,s,r,SC,AF,B,se,OM
Veronica officinalis,5.0,4.0,3.0,4.0,C,r,sv,c,SI,X,B,se,FM
Veronica peregrina,8.0,7.0,7.0,6.0,H,r,s,r,SC,AO,B,se,FM
Veronica persica,6.0,5.0,7.0,7.0,H,r,s,r,SC,AF,B,se,OM
Veronica serpyllifolia,6.0,5.0,5.0,5.0,H,r,sv,csr,SC,AFXF,B,in,OM
Veronica teucrium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,c,not defined,not defined,B,se,OM
Veronica urticifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,not defined,not defined,Ds,in,OM
Veronica verna,8.0,2.0,4.0,1.0,H,r,s,sr,not defined,not defined,B,se,FM
Viburnum lantana,7.0,4.0,7.0,4.0,N,r,s,cs,SC,AF,ADe,se,OM
Viburnum opulus,6.0,6.0,6.0,6.0,N,r,s,c,SC,AFXF,ADe,se,OM
Vicia angustifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cr,SC,XF,H,se,OM
Vicia cassubica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,ssv,cs,SC,AFXF,H,in,FM
Vicia cracca,7.0,5.0,6.0,5.0,H,r,ssv,c,SC,XF,H,in,OM
Vicia hirsuta,7.0,4.0,5.0,4.0,H,r,s,r,SC,AF,H,se,OM
Vicia sativa,7.0,4.0,7.0,4.0,H,r,s,cr,SC,XF,H,se,OM
Vicia sepium,6.0,5.0,6.0,5.0,H,r,ssv,c,SC,AFXF,H,se,OM
Vicia sylvatica,6.0,4.0,7.0,5.0,H,r,sv,c,SC,XF,H,in,OM
Vicia tenuifolia,7.0,3.0,8.0,2.0,H,r,ssv,c,SC,XF,H,in,OM
Vicia tetrasperma,6.0,4.0,5.0,5.0,H,r,s,r,SC,AF,H,se,OM
Vicia villosa,7.0,3.0,6.0,5.0,H,r,s,cr,C+,XF,H,in,OM
Vinca minor,4.0,5.0,7.0,6.0,C,r,sv,cs,I+,X,B,in,OM
Vincetoxicum hirundinaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,SI,X,Dkl,in,OM
Viola arvensis,6.0,4.0,6.0,6.0,H,h,s,r,SC,AO,Hb,se,FM
Viola biflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AFXF,Hb,se,OM
Viola calaminaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,s,SC,AFXF,Hb,se,OM
Viola canina,7.0,4.0,3.0,2.0,H,r,ssv,csr,SC,XF,Hb,kl,FM
Viola collina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,csr,SC,AFXF,Hb,kl,OM
Viola elatior,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,ssv,cs,SC,AFXF,Hb,kl,OM
Viola epipsila,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AFXF,Hb,se,OM
Viola hirta,6.0,3.0,8.0,2.0,H,g,sv,csr,SC,AFXF,Hb,se,OM
Viola kitaibeliana,9.0,2.0,5.0,2.0,H,h,s,sr,SC,AO,Hb,se,FM
Viola mirabilis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,vvs,csr,SC,AFXF,Hb,kl,OM
Viola montana,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,csr,SC,AFXF,Hb,kl,OM
Viola odorata,5.0,5.0,7.0,7.0,H,h,sv,csr,SC,AFXF,Hb,kl,OM
Viola palustris,5.0,9.0,2.0,2.0,H,h,vvs,s,SC,AFXF,D,kl,FM
Viola reichenbachiana,3.0,5.0,7.0,5.0,H,h,sv,csr,SC,AF,Hb,se,FM
Viola riviniana,4.0,4.0,4.0,4.0,H,h,sv,csr,SC,AF,Hb,se,OM
Viola rupestris,6.0,3.0,8.0,2.0,H,h,s,csr,SC,AFXF,Hb,kl,OM
Viola tricolor,7.0,4.0,4.0,4.0,H,h,s,r,SC,AFXF,Hb,se,FM
Viola uliginosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,vvs,csr,SC,AFXF,Hb,in,FM
Viola wittrockiana,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SC,AFXF,Hb,se,OM
Virga strigosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,AFXF,B`,in,OM
Viscum album,7.0,3.0,6.0,5.0,N,r,s,not defined,not defined,X,AD,in,NM
Vitis vinifera,6.0,5.0,7.0,6.0,N,r,s,c,SC,X,A,wi,OM
Vulpia bromoides,8.0,4.0,5.0,3.0,H,h,s,sr,SC,AO,W,wi,OM
Vulpia ciliata,9.0,2.0,7.0,2.0,H,h,s,not defined,SC,AO,W,wi,OM
Vulpia myuros,8.0,2.0,4.0,1.0,H,h,s,sr,SC,AO,W,wi,OM
Woodsia alpina,7.0,4.0,4.0,2.0,H,g,sv,s,not defined,not defined,not defined,not defined,FM
Woodsia ilvensis,7.0,3.0,3.0,2.0,H,g,sv,s,not defined,not defined,not defined,not defined,FM
Xanthium spinosum,8.0,4.0,6.0,5.0,T,r,s,cr,SC,AFXF,W,wi,OM
Xanthium strumarium,8.0,5.0,7.0,6.0,T,r,s,cr,SC,AF,W,wi,OM
Zannichellia palustris,6.0,12.0,8.0,7.0,A,r,sv,not defined,SC,AF,Hy,wa,OM
Zostera marina,6.0,12.0,8.0,6.0,A,h,vvs,not defined,SC,XF,Hy,wa,NM
